anime_id,title,title_english,title_japanese,image_url,episodes,release_data,end_data,duration,studio,tag,,,,,,,,,,,,,,,,,,,,,duration_min,,,,,,,,,,
,Bubblegum Crisis Tokyo 2040,,バブルガムクライシス TOKYO2040,https://myanimelist.cdn-dena.com/images/anime/1699/92414.jpg,26,1998-10-08,1999-04-01,24,AIC,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Toushi Gordian,Gordian Warrior,闘士ゴーディアン,https://myanimelist.cdn-dena.com/images/anime/2/9780.jpg,73,1979-10-07,1981-02-22,25,Tatsunoko Production,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Kekkero Ke,,ケッケロケー,https://myanimelist.cdn-dena.com/images/anime/1808/90693.jpg,0,2018-04-05,None,5,Production I.G,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Mahou Shoujo Ore,,魔法少女 俺,https://myanimelist.cdn-dena.com/images/anime/1439/91893.jpg,12,2018-04-02,2018-05-12,23,Pierrot Plus,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Gin no Saji,Silver Spoon,銀の匙,https://myanimelist.cdn-dena.com/images/anime/6/49237.jpg,11,2013-07-12,2013-09-20,23,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,The Kubikiri Cycle,クビキリサイクル 青色サヴァンと戯言遣い,https://myanimelist.cdn-dena.com/images/anime/12/81588.jpg,8,2016-10-26,2017-09-27,30,Shaft,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Durarara!!x2 Ten: Onoroke Chakapoko,,デュラララ!!×２ 転　第13.5話「お惚気チャカポコ」,https://myanimelist.cdn-dena.com/images/anime/3/76082.jpg,1,2016-01-27,2016-01-27,24,Shuka,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Koukaku no Pandora: Ghost Urn,Pandora in the Crimson Shell: Ghost Urn,紅殻のパンドラ GHOST URN,https://myanimelist.cdn-dena.com/images/anime/7/76873.jpg,1,2015-12-05,2015-12-05,47,"Studio Gokumi, AXsiZ",,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,
,Kusatta Kyoushi no Houteishiki,Bad Teacher Equation,腐った教師の方程式,https://myanimelist.cdn-dena.com/images/anime/10/49929.jpg,2,1994-11-25,1995-11-24,27,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,Ring of Gundam,Ring of Gundam,リング　オブ　ガンダム,https://myanimelist.cdn-dena.com/images/anime/4/16688.jpg,1,2009-08-29,2009-08-29,5,Sunrise,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Kujira no Kora wa Sajou ni Utau,Children of the Whales,クジラの子らは砂上に歌う,https://myanimelist.cdn-dena.com/images/anime/4/86661.jpg,12,2017-10-08,2017-12-24,23,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Kakurenbo,Kakurenbo: Hide & Seek,カクレンボ,https://myanimelist.cdn-dena.com/images/anime/10/18917.jpg,1,2004-09-01,2004-09-01,25,Yamato Works,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Tokyo Futago Athletic,Tokyo Twins Athletic Tournament,東京ふたごアスレチック,https://myanimelist.cdn-dena.com/images/anime/5/80482.jpg,12,2016-12-30,2017-01-07,4,Ripromo,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,,狙われた女神天使エンゼルティアー ~守った人間達に裏切られて~,https://myanimelist.cdn-dena.com/images/anime/3/62355.jpg,4,2014-05-30,2016-01-29,25,PoRO,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Yamada-kun to 7-nin no Majo,,山田くんと7人の魔女,https://myanimelist.cdn-dena.com/images/anime/8/58865.jpg,1,2013-08-25,2013-08-25,2,LIDENFILMS,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Seikai no Monshou,Crest of the Stars,星界の紋章,https://myanimelist.cdn-dena.com/images/anime/13/5524.jpg,13,1998-01-03,1999-03-28,26,Sunrise,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Akindo Sei no Little Peso,,アキンド星のリトル・ペソ,https://myanimelist.cdn-dena.com/images/anime/7/84307.jpg,12,2017-04-03,2017-06-19,3,Fanworks,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Himouto! Umaru-chan R,,干物妹！うまるちゃんR,https://myanimelist.cdn-dena.com/images/anime/10/89671.jpg,12,2017-10-08,2017-12-24,23,Doga Kobo,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Mahou no Star Magical Emi: Semishigure,,魔法のスターマジカルエミ 蝉時雨,https://myanimelist.cdn-dena.com/images/anime/11/46131.jpg,1,1986-09-21,1986-09-21,1,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,
,Boku no Hero Academia 2nd Season,My Hero Academia 2,僕のヒーローアカデミア 2ndシーズン,https://myanimelist.cdn-dena.com/images/anime/12/85221.jpg,25,2017-04-01,2017-09-30,23,Bones,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Rance: Sabaku no Guardian,,ランス ~砂漠のガーディアン~,https://myanimelist.cdn-dena.com/images/anime/7/31121.jpg,2,1994-07-22,1994-07-22,25,Animate Film,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,HenSemi,,変ゼミ,https://myanimelist.cdn-dena.com/images/anime/5/24971.jpg,2,2010-07-23,2011-03-23,26,Xebec,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Toshokan Sensou: Koi no Shougai,,図書館戦争 恋ノ障害,https://myanimelist.cdn-dena.com/images/anime/3/36961.jpg,1,2008-10-01,2008-10-01,24,Production I.G,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,One Piece Movie 5: Norowareta Seiken,One Piece: The Curse of the Sacred Sword,ワンピース呪われた聖剣,https://myanimelist.cdn-dena.com/images/anime/2/25413.jpg,1,2004-03-06,2004-03-06,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,
,Gungrave,Gungrave,ガングレイヴ,https://myanimelist.cdn-dena.com/images/anime/11/75724.jpg,26,2003-10-07,2004-03-30,25,Madhouse,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Ichigo 100% OVA,Ichigo 100% Original DVD Animation,いちご１００％　オリジナルDVDアニメーション,https://myanimelist.cdn-dena.com/images/anime/3/23595.jpg,4,2005-06-20,2005-10-31,29,Madhouse,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,
,Initial D First Stage,Initial D First Stage,頭文字〈イニシャル〉D,https://myanimelist.cdn-dena.com/images/anime/13/6801.jpg,26,1998-04-19,1998-12-06,25,"Studio Gallop, Studio Comet",,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,RahXephon: Pluralitas Concentio,RahXephon: Harmonic Convergence,ラーゼフォン 多元変奏曲,https://myanimelist.cdn-dena.com/images/anime/6/75169.jpg,1,2003-04-19,2003-04-19,1,Bones,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,
,Suna no Bara: Yuki no Mokushiroku,,砂の薔薇[デザート・ローズ] 雪の黙示録,https://myanimelist.cdn-dena.com/images/anime/13/7192.jpg,1,1993-04-25,1993-04-25,44,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,
,Urusei Yatsura: The Shougaibutsu Suieitaikai,,ザ障害物水泳大会,https://myanimelist.cdn-dena.com/images/anime/13/38671.jpg,1,2008-12-23,2008-12-23,25,Sunrise,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Kara no Kyoukai 4: Garan no Dou,the Garden of sinners Chapter 4: The Hollow Shrine,劇場版 空の境界 the Garden of sinners 第四章『伽藍の洞』,https://myanimelist.cdn-dena.com/images/anime/9/21736.jpg,1,2008-05-24,2008-05-24,46,ufotable,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,
,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,,宇宙戦艦ヤマト2199 星巡る方舟,https://myanimelist.cdn-dena.com/images/anime/2/67623.jpg,1,2014-12-06,2014-12-06,1,Xebec,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,
,Kyattou Ninden Teyandee,Samurai Pizza Cats,キャッ党忍伝てやんでえ,https://myanimelist.cdn-dena.com/images/anime/3/68421.jpg,54,1990-02-01,1991-02-12,24,Tatsunoko Production,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Ma Shen,Mahjong King,麻神,https://myanimelist.cdn-dena.com/images/anime/6/81481.jpg,16,2016-06-28,2016-11-09,12,Thundray,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
,Ling Yu 2nd Season,,灵域 第二季,https://myanimelist.cdn-dena.com/images/anime/13/88949.jpg,10,2016-02-18,2016-04-21,15,Haoliners Animation League,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,
,Gakuen Handsome Special,,学園ハンサム,https://myanimelist.cdn-dena.com/images/anime/2/80453.jpg,1,2016-12-20,2016-12-20,3,Team YokkyuFuman,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Fantastic Children,Fantastic Children,ファンタジックチルドレン,https://myanimelist.cdn-dena.com/images/anime/9/77062.jpg,26,2004-10-05,2005-03-29,24,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,MEMORiES MELODiES,,アイドリッシュセブン『MEMORiES MELODiES』,https://myanimelist.cdn-dena.com/images/anime/1792/91719.jpg,1,2015-12-01,2015-12-01,5,Bones,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,MM!,MM!,えむえむっ!,https://myanimelist.cdn-dena.com/images/anime/8/85871.jpg,12,2010-10-02,2010-12-18,23,Xebec,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Kyuukyoku no Sex Adventure Kamasutra,Kama Sutra,究極のSEXアドベンチャー カーマスートラ,https://myanimelist.cdn-dena.com/images/anime/7/70453.jpg,1,1992-04-24,1992-04-24,42,Animate Film,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,
,Mahou Shoujo-tai Arusu the Adventure,Tweeny Witches: Alice Adventures,魔法少女隊アルス the Adventure,https://myanimelist.cdn-dena.com/images/anime/10/57289.jpg,6,2007-11-22,2007-11-22,24,Studio 4°C,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Dai Yamato Zero-gou,Great Yamato No. 0,大ヤマト零号,https://myanimelist.cdn-dena.com/images/anime/3/16691.jpg,5,2004-03-31,2007-06-15,45,JCF,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,
,Oni Chichi 2,,鬼父2,https://myanimelist.cdn-dena.com/images/anime/2/25819.jpg,2,2010-10-29,2010-11-26,30,PoRO,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Cheer Danshi!! Recap,,チア男子!! 第5.5話,https://myanimelist.cdn-dena.com/images/anime/9/81428.jpg,1,2016-08-09,2016-08-09,24,Brain&#039,,,,,,,,,,,,,,,,,,,,,,"['""LIMIT BREAKERS"" by BREAKERS', '[Haruki Bandou (Yuki Yonai), Kazuma Hashimoto (Nobuhiko Okamoto), Shou Tokugawa (Yuuki Ono), Wataru Mizoguchi (Tomokazu Sugita), Kouji Toono (Yuu Hayashi), Souichirou Suzuki (Kousuke Kuwano), Gen Hasegawa (Kazuyuki Konishi)]']",,,,,,,,,,
,Higurashi no Naku Koro ni Kai,When They Cry: Kai,ひぐらしのなく頃に解,https://myanimelist.cdn-dena.com/images/anime/12/14114.jpg,24,2007-07-06,2007-12-18,24,Studio Deen,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Free!: FrFr - Short Movie,,FrFr!～Free! short movie～,https://myanimelist.cdn-dena.com/images/anime/3/55083.jpg,7,2013-09-11,2014-01-08,2,Kyoto Animation,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Saga-ken wo Meguru Animation (2017),,佐賀県を巡るアニメーション (2017),https://myanimelist.cdn-dena.com/images/anime/4/84680.jpg,2,2017-03-11,2017-03-11,12,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Dr. Slump and Arale-chan: Hoyoyo! City of Dreams, Mechapolis",Dr.スランプ アラレちゃん ほよよ!夢の都メカポリス,https://myanimelist.cdn-dena.com/images/anime/4/23175.jpg,1,1985-07-13,1985-07-13,38,Toei Animation,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,
,Shinsei Kamattechan,,神聖かまってちゃん+GAINAX映像チーム,https://myanimelist.cdn-dena.com/images/anime/6/71873.jpg,1,2011-08-26,2011-08-26,4,Gainax,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Taifuu no Noruda,Typhoon Noruda,台風のノルダ,https://myanimelist.cdn-dena.com/images/anime/8/73450.jpg,1,2015-06-05,2015-06-05,26,Studio Colorido,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Zettai Shounen,,絶対少年,https://myanimelist.cdn-dena.com/images/anime/12/4905.jpg,26,2005-05-21,2005-11-19,25,Ajia-Do,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Rinne no Lagrange Specials,Lagrange: The Flower of Rin-ne Specials,輪廻のラグランジェ,https://myanimelist.cdn-dena.com/images/anime/13/39747.jpg,6,2012-03-23,2012-08-24,3,"Production I.G, Xebec",,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Kyou kara Ore wa!!,,今日から俺は！！,https://myanimelist.cdn-dena.com/images/anime/2/43779.jpg,10,1992-12-11,1997-12-21,43,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,
,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Code Geass: Akito the Exiled - The Brightness Falls,コードギアス 亡国のアキト 第３章「輝くもの天より堕つ」,https://myanimelist.cdn-dena.com/images/anime/12/72698.jpg,1,2015-05-02,2015-05-02,59,Sunrise,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,
,Nyoro-n Churuya-san,Nyoron! Churuya-san,にょろーん☆ちゅるやさん,https://myanimelist.cdn-dena.com/images/anime/12/56637.jpg,13,2009-02-13,2009-05-08,2,Kyoto Animation,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn&#039,t Exist,Shimoseka,Light novel,,,,Funimation,,,,,,,,,,,,,,,,,,,,,,"['""Inner Urge"" by Sumire Uesaka']",,,,,,,,,,
,Mobile Suit Victory Gundam,Mobile Suit V Gundam,機動戦士Vガンダム,https://myanimelist.cdn-dena.com/images/anime/6/9993.jpg,51,1993-04-02,1994-03-25,24,"Sunrise, Studio Deen",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Fresh Precure!,,フレッシュプリキュア！,https://myanimelist.cdn-dena.com/images/anime/9/21267.jpg,50,2009-02-01,2010-01-30,25,Toei Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Ari to Kirigirisu,,ありときりぎりす,https://myanimelist.cdn-dena.com/images/anime/13/80260.jpg,1,None,,15,Gakken Eigakyoku,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,
,Brothers Conflict Special,,BROTHERS CONFLICT  第十二・五衝突「切望」,https://myanimelist.cdn-dena.com/images/anime/3/59141.jpg,1,2014-02-26,2014-02-26,14,Brain&#039,,,,,,,,,,,,,,,,,,,,,,"['""14 to 1"" by ASAHINA Bros.+JULI']",,,,,,,,,,
,Etsuraku no Tane The Animation,,悦楽の胤 THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/5/72146.jpg,1,2015-04-03,2015-04-03,21,Studio Eromatick,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,
,Astro Boy: Tetsuwan Atom,Astro Boy (2003),アストロボーイ・鉄腕アトム,https://myanimelist.cdn-dena.com/images/anime/9/57323.jpg,50,2003-04-06,2004-03-28,24,Tezuka Productions,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Soukou no Strain,Strain: Strategic Armored Infantry,奏光のストレイン,https://myanimelist.cdn-dena.com/images/anime/7/75409.jpg,13,2006-11-02,2007-02-15,24,Studio Fantasia,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Porphy no Nagai Tabi,The Orphans of Simitra,ポルフィの長い旅,https://myanimelist.cdn-dena.com/images/anime/11/5585.jpg,52,2008-01-06,2008-12-28,24,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Pico: My Little Summer Story,,pico ～ぼくの小さな夏物語～,https://myanimelist.cdn-dena.com/images/anime/9/14929.jpg,1,2007-11-11,2007-11-11,30,Natural High,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Fushigi Yuugi: Eikouden,Mysterious Play: Eikoden,ふしぎ遊戯 -永光伝,https://myanimelist.cdn-dena.com/images/anime/11/67701.jpg,4,2001-12-21,2002-06-25,30,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,,窓辺ななみのWindows 7でPC自作応援コマーシャルっ!!,s Homemade Windows 7 PC Cheerleading Commercial!!,Other,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Kaibutsu Oujo (OVA),,怪物王女,https://myanimelist.cdn-dena.com/images/anime/12/27643.jpg,3,2010-12-09,2011-10-07,22,Tatsunoko Production,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Digimon Adventure 02,Digimon Adventure 02,デジモンアドベンチャー０２,https://myanimelist.cdn-dena.com/images/anime/8/20360.jpg,50,2000-04-02,2001-03-25,25,Toei Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Kaze no Invitation,,風のinvitation,https://myanimelist.cdn-dena.com/images/anime/9/60081.jpg,1,None,,2,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,MapleStory,,メイプルストーリー,https://myanimelist.cdn-dena.com/images/anime/3/4868.jpg,25,2007-10-07,2008-03-30,25,Madhouse,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Maria-sama ga Miteru 4th,Maria Watches Over Us Season 4,マリア様がみてる〜４th〜,https://myanimelist.cdn-dena.com/images/anime/4/75206.jpg,13,2009-01-03,2009-03-28,25,Studio Deen,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,UFO Senshi Dai Apolon,,ＵＦＯ戦士ダイアポロン,https://myanimelist.cdn-dena.com/images/anime/13/55187.jpg,26,1976-04-06,1976-09-28,24,"Eiken, Studio Live",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Inuyashiki,Inuyashiki: Last Hero,いぬやしき,https://myanimelist.cdn-dena.com/images/anime/7/88471.jpg,11,2017-10-13,2017-12-22,22,MAPPA,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Hoozuki no Reitetsu 2nd Season,Hozuki&#039,s Coolheadedness 2,Cool-headed Hoozuki,Manga,,,,Sentai Filmworks,,,,,,,,,,,,,,,,,,,,,,"['""Riverside Lovers (リバーサイド・ラヴァーズ（奈落の恋）)"" by Sumire Uesaka']",,,,,,,,,,
,Uchuu no Kishi Tekkaman,Tekkaman,宇宙の騎士テッカマン,https://myanimelist.cdn-dena.com/images/anime/1/2447.jpg,26,1975-07-02,1975-12-24,25,Tatsunoko Production,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,3-gatsu no Lion,March comes in like a lion,3月のライオン,https://myanimelist.cdn-dena.com/images/anime/12/82901.jpg,22,2016-10-08,2017-03-18,25,Shaft,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Bakuen Campus Guardress,,爆炎CAMPUSガードレス,https://myanimelist.cdn-dena.com/images/anime/10/69047.jpg,4,1994-05-27,1994-11-25,30,Production I.G,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,,闘牌伝説アカギ　闇に舞い降りた天才,https://myanimelist.cdn-dena.com/images/anime/11/53587.jpg,26,2005-10-05,2006-03-29,23,Madhouse,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Pokemon Black and White 2: Introduction Movie,,ポケットモンスターブラック２・ホワイト２,https://myanimelist.cdn-dena.com/images/anime/3/56333.jpg,1,2012-05-16,2012-05-16,6,OLM,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
,Neko Neko Nihonshi 2nd Season,,ねこねこ日本史,https://myanimelist.cdn-dena.com/images/anime/10/89586.jpg,32,2017-04-05,2018-02-28,9,Joker Films,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,
,Vandread: Gekitou-hen,,ヴァンドレッド　激闘篇,https://myanimelist.cdn-dena.com/images/anime/13/23643.jpg,1,2002-10-25,2002-10-25,1,Gonzo,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,
,Cyborg 009: The Cyborg Soldier,Cyborg 009,サイボーグ009 THE CYBORG SOLDIER,https://myanimelist.cdn-dena.com/images/anime/5/21620.jpg,52,2001-10-14,2003-08-27,25,Japan Vistec,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,The iDOLM@STER Million Live! 1st Anniversary PV,THE IDOLM@STER MILLION LIVE! 1st ANNIVERSARY PV,アイドルマスター ミリオンライブ！１周年記念ＰＶ,https://myanimelist.cdn-dena.com/images/anime/10/71589.jpg,1,2014-02-27,2014-02-27,42,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,
,Doushitemo Eto ni Hairitai,,どうしても干支にはいりたい,https://myanimelist.cdn-dena.com/images/anime/2/88675.jpg,13,2015-10-11,2016-01-10,6,Pollyanna Graphics,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
,Hanasaka Tenshi Tenten-kun,,花さか天使テンテンくん,https://myanimelist.cdn-dena.com/images/anime/4/27207.jpg,43,1998-10-10,1999-09-25,25,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Thermae Romae,Thermae Romae,テルマエ・ロマエ,https://myanimelist.cdn-dena.com/images/anime/5/35635.jpg,3,2012-01-13,2012-01-27,24,"Gonzo, DLE",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Nurarihyon no Mago,Nura: Rise of the Yokai Clan,ぬらりひょんの孫,https://myanimelist.cdn-dena.com/images/anime/9/75631.jpg,24,2010-07-06,2010-12-21,24,Studio Deen,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,Haganai: Add-on Disc,僕は友達が少ない リレー小説は結末が半端ないL(゜□゜)」,https://myanimelist.cdn-dena.com/images/anime/3/39215.jpg,1,2012-09-26,2012-09-26,24,AIC Build,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Major S4,,メジャー　（第4シリーズ),https://myanimelist.cdn-dena.com/images/anime/9/75217.jpg,26,2008-01-05,2008-06-28,24,SynergySP,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Choujuu Giga,Choju Jinbutsu Giga,鳥獣戯画,https://myanimelist.cdn-dena.com/images/anime/7/81247.jpg,3,2016-03-14,2016-11-17,32,Studio Ghibli,,,,,,,,,,,,,,,,,,,,,,0.5333333333333333,,,,,,,,,,
,Hunter x Hunter: Greed Island,,ハンターｘハンター: Greed Island,https://myanimelist.cdn-dena.com/images/anime/13/37203.jpg,8,2003-02-05,2003-04-16,22,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,D.Gray-man,D.Gray-man,ディー・グレイマン,https://myanimelist.cdn-dena.com/images/anime/13/75194.jpg,103,2006-10-03,2008-09-30,23,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,,映画 妖怪ウォッチ エンマ大王と5つの物語だニャン!,https://myanimelist.cdn-dena.com/images/anime/8/76717.jpg,1,2015-12-19,2015-12-19,1,OLM,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,
,Major: World Series,,メジャー ワールドシリーズ編,https://myanimelist.cdn-dena.com/images/anime/5/75220.jpg,2,2011-12-16,2012-01-18,28,SynergySP,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,
,Memories Off #5 Togireta Film The Animation,,Memories Off #5 とぎれたフィルム THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/8/4682.jpg,1,2006-03-29,2006-03-29,26,Doga Kobo,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,,カードキャプターさくら クリアカード編 プロローグ さくらとふたつのくま,https://myanimelist.cdn-dena.com/images/anime/10/89305.jpg,1,2017-09-13,2017-09-13,26,Madhouse,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Super Street Fighter IV,,スーパーストリートファイターIV,https://myanimelist.cdn-dena.com/images/anime/6/53037.jpg,1,2010-04-28,2010-04-28,35,Gonzo,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,
,Mahou Shoujo-tai Arusu,Tweeny Witches,魔法少女隊アルス,https://myanimelist.cdn-dena.com/images/anime/10/57287.jpg,40,2004-04-09,2005-03-04,9,Studio 4°C,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,
,Asu no Yoichi!,Samurai Harem,明日のよいち！,https://myanimelist.cdn-dena.com/images/anime/6/20621.jpg,12,2009-01-09,2009-03-27,24,AIC,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Pipi Tobenai Hotaru,,Pipi とべないホタル,https://myanimelist.cdn-dena.com/images/anime/12/53081.jpg,1,1996-03-23,1996-03-23,1,Mushi Production,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,
,Pokemon: Pikachu Tankentai,Pokemon: Pikachu&#039,s Rescue Adventure,Pocket Monsters: Pikachu Tankentai,Game,,,,"4Kids Entertainment, Warner Bros.",,,,,,,,,,,,,,,,,,,,,,"['""Soaring Pokémon Kids"" by Becky and Pokémon Kids']",,,,,,,,,,
,Kore ga Watashi no Goshujinsama,He is My Master,これが私の御主人様,s My Master,Manga,,,,Sentai Filmworks,,,,,,,,,,,,,,,,,,,,,,"['""Aijou no Katamari"" by Masumi Asano, Ai Shimizu & Kana Ueda']",,,,,,,,,,
,Kamen no Maid Guy,,仮面のメイドガイ,https://myanimelist.cdn-dena.com/images/anime/4/77694.jpg,12,2008-04-06,2008-06-22,25,Madhouse,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
